ncbiTaxID_new,superkingdom_id,superkingdom,phylum_id,class_id,class,order_id,order,family_id,family,genus_id,genus,species_id,species,rank_new,name_new,Temp,Temp_Range_Average,Temp_Duplicate_Average,Temp_Value,Type,Source,Source_ID,taxid_original,taxid_was_merged,taxid_was_deleted,taxid_is_deleted_after_update,has_refseq_assembly,bin_name
1129794,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,72275.0,Alteromonadaceae,1621534.0,Paraglaciecola,326544.0,Paraglaciecola psychrophila,strain,Paraglaciecola psychrophila 170,12.00,12.00,12.0,original,optimum,Tempura,Tempura8626,1129794,False,False,False,True,psychrophiles
281738,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,2887326.0,Moraxellales,468.0,Moraxellaceae,497.0,Psychrobacter,281738.0,Psychrobacter nivimaris,species,Psychrobacter nivimaris,12.50,12.50,12.5,original,optimum,Tempura,Tempura7227,281738,False,False,False,True,psychrophiles
37448,2.0,Bacteria,1224.0,28216.0,Betaproteobacteria,80840.0,Burkholderiales,80864.0,Comamonadaceae,52972.0,Polaromonas,37448.0,Polaromonas vacuolata,species,Polaromonas vacuolata,4.00,4.00,4.0,original,optimum,Tempura,Tempura8633,37448,False,False,False,True,psychrophiles
1485217,2.0,Bacteria,1224.0,28216.0,Betaproteobacteria,80840.0,Burkholderiales,75682.0,Oxalobacteraceae,149698.0,Massilia,1485217.0,Massilia eurypsychrophila,species,Massilia eurypsychrophila,10.00,10.00,10.0,original,optimum,Tempura,Tempura8501,1485217,False,False,False,True,psychrophiles
1201293,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,267891.0,Moritellaceae,58050.0,Moritella,428031.0,Moritella dasanensis,strain,Moritella dasanensis ArB 0140,9.00,9.00,9.0,original,optimum,Tempura,Tempura8623,1201293,False,False,False,True,psychrophiles
1970313,2.0,Bacteria,1224.0,28216.0,Betaproteobacteria,80840.0,Burkholderiales,80864.0,Comamonadaceae,12916.0,Acidovorax,1970313.0,Acidovorax sp. 39-64-12,species,Acidovorax sp. 39-64-12,6.29,6.29,6.29,original,optimum,aciDB,aciDB81,1970313,False,False,False,True,psychrophiles
1336806,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135619.0,Oceanospirillales,255527.0,Saccharospirillaceae,230494.0,Reinekea,1336806.0,Reinekea forsetii,species,Reinekea forsetii,12.00,12.00,12.0,original,optimum,Tempura,Tempura8612,1336806,False,False,False,True,psychrophiles
271099,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,267890.0,Shewanellaceae,22.0,Shewanella,271099.0,Shewanella atlantica,species,Shewanella atlantica,10.00,10.00,10.0,original,optimum,Tempura,Tempura8506,271099,False,False,False,True,psychrophiles
1970310,2.0,Bacteria,1224.0,28216.0,Betaproteobacteria,80840.0,Burkholderiales,80864.0,Comamonadaceae,12916.0,Acidovorax,1970310.0,Acidovorax sp. 28-64-14,species,Acidovorax sp. 28-64-14,6.29,6.29,6.29,original,optimum,aciDB,aciDB77,1970310,False,False,False,True,psychrophiles
1117313,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,267888.0,Pseudoalteromonadaceae,53246.0,Pseudoalteromonas,394751.0,Pseudoalteromonas arctica,strain,Pseudoalteromonas arctica A 37-1-2,12.50,12.50,12.5,original,optimum,Tempura,Tempura8552,1117313,False,False,False,True,psychrophiles
225848,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,267890.0,Shewanellaceae,22.0,Shewanella,225848.0,Shewanella psychrophila,species,Shewanella psychrophila,12.50,12.50,12.5,original,optimum,Tempura,Tempura8607,225848,False,False,False,True,psychrophiles
1970433,2.0,Bacteria,1224.0,28211.0,Alphaproteobacteria,204457.0,Sphingomonadales,41297.0,Sphingomonadaceae,13687.0,Sphingomonas,1970433.0,Sphingomonas sp. 28-62-20,species,Sphingomonas sp. 28-62-20,4.20,4.20,4.2,original,optimum,aciDB,aciDB232,1970433,False,False,False,True,psychrophiles
1970436,2.0,Bacteria,1224.0,28211.0,Alphaproteobacteria,204457.0,Sphingomonadales,41297.0,Sphingomonadaceae,13687.0,Sphingomonas,1970436.0,Sphingomonas sp. 32-62-10,species,Sphingomonas sp. 32-62-10,4.20,4.20,4.2,original,optimum,aciDB,aciDB234,1970436,False,False,False,True,psychrophiles
1970309,2.0,Bacteria,1224.0,28216.0,Betaproteobacteria,80840.0,Burkholderiales,80864.0,Comamonadaceae,12916.0,Acidovorax,1970309.0,Acidovorax sp. 24-64-9,species,Acidovorax sp. 24-64-9,6.29,6.29,6.29,original,optimum,aciDB,aciDB78,1970309,False,False,False,True,psychrophiles
28229,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,267889.0,Colwelliaceae,28228.0,Colwellia,28229.0,Colwellia psychrerythraea,species,Colwellia psychrerythraea,9.50,9.50,9.5,original,optimum,"Lyubetsky et al., 2020",Lyu126,28229,False,False,False,True,psychrophiles
1970307,2.0,Bacteria,1224.0,28216.0,Betaproteobacteria,80840.0,Burkholderiales,80864.0,Comamonadaceae,12916.0,Acidovorax,1970307.0,Acidovorax sp. 16-64-162,species,Acidovorax sp. 16-64-162,6.29,6.29,6.29,original,optimum,aciDB,aciDB80,1970307,False,False,False,True,psychrophiles
271098,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,267890.0,Shewanellaceae,22.0,Shewanella,271098.0,Shewanella halifaxensis,species,Shewanella halifaxensis,10.00,10.00,10.0,original,optimum,Tempura,Tempura8507,271098,False,False,False,True,psychrophiles
131540,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,72273.0,Thiotrichales,135616.0,Piscirickettsiaceae,2039723.0,Thiomicrorhabdus,131540.0,Thiomicrorhabdus arctica,species,Thiomicrorhabdus arctica,12.35,12.35,12.35,original,optimum,Tempura,Tempura8582,131540,False,False,False,True,psychrophiles
425104,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,267890.0,Shewanellaceae,22.0,Shewanella,271097.0,Shewanella sediminis,strain,Shewanella sediminis HAW-EB3,10.00,10.00,10.0,original,optimum,Tempura,Tempura8508,425104,False,False,False,True,psychrophiles
74348,2.0,Bacteria,1224.0,28211.0,Alphaproteobacteria,204455.0,Rhodobacterales,2854170.0,Roseobacteraceae,60136.0,Sulfitobacter,74348.0,Sulfitobacter brevis,species,Sulfitobacter brevis,14.50,14.50,14.5,original,optimum,Tempura,Tempura7511,74348,False,False,False,True,psychrophiles
1970434,2.0,Bacteria,1224.0,28211.0,Alphaproteobacteria,204457.0,Sphingomonadales,41297.0,Sphingomonadaceae,13687.0,Sphingomonas,1970434.0,Sphingomonas sp. 28-63-12,species,Sphingomonas sp. 28-63-12,4.20,4.20,4.2,original,optimum,aciDB,aciDB231,1970434,False,False,False,True,psychrophiles
67573,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,267894.0,Psychromonadaceae,67572.0,Psychromonas,67573.0,Psychromonas antarctica,species,Psychromonas antarctica,12.00,12.00,12.0,original,optimum,Tempura,Tempura8622,67573,False,False,False,True,psychrophiles
1121922,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,72275.0,Alteromonadaceae,89404.0,Glaciecola,56807.0,Glaciecola pallidula,strain,Glaciecola pallidula DSM 14239 = ACAM 615,"46,310.00","46,310.00",12.5,manual fix,optimum,BacDive,451,1121922,False,False,False,True,psychrophiles
60217,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,267890.0,Shewanellaceae,22.0,Shewanella,60217.0,Shewanella violacea,species,Shewanella violacea,7.00,7.00,7.0,original,optimum,"Lyubetsky et al., 2020",Lyu125,60217,False,False,False,True,psychrophiles
96941,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135618.0,Methylococcales,403.0,Methylococcaceae,429.0,Methylobacter,96941.0,Methylobacter psychrophilus,species,Methylobacter psychrophilus,6.75,6.75,6.75,original,optimum,Tempura,Tempura8610,96941,False,False,False,True,psychrophiles
1967665,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,267889.0,Colwelliaceae,2848171.0,Cognaticolwellia,1967665.0,Cognaticolwellia beringensis,species,Cognaticolwellia beringensis,11.50,11.50,11.5,original,optimum,Tempura,Tempura8553,1967665,False,False,False,True,psychrophiles
53946,2.0,Bacteria,1224.0,28211.0,Alphaproteobacteria,204455.0,Rhodobacterales,2854170.0,Roseobacteraceae,53945.0,Octadecabacter,53946.0,Octadecabacter arcticus,species,Octadecabacter arcticus,9.50,9.50,9.5,original,optimum,"Lyubetsky et al., 2020",Lyu127,53946,False,False,False,True,psychrophiles
1217908,2.0,Bacteria,1224.0,28211.0,Alphaproteobacteria,204455.0,Rhodobacterales,2854170.0,Roseobacteraceae,53945.0,Octadecabacter,1217908.0,Octadecabacter antarcticus,species,Octadecabacter antarcticus,7.00,7.00,7.0,original,optimum,"Lyubetsky et al., 2020",Lyu124,1217908,False,False,False,True,psychrophiles
43661,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,267890.0,Shewanellaceae,22.0,Shewanella,43661.0,Shewanella benthica,species,Shewanella benthica,5.00,5.00,5.0,original,optimum,Tempura,Tempura8637,43661,False,False,False,True,psychrophiles
56810,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,2887326.0,Moraxellales,468.0,Moraxellaceae,497.0,Psychrobacter,56810.0,Psychrobacter glacincola,species,Psychrobacter glacincola,14.00,14.00,14.0,original,optimum,Tempura,Tempura8577,56810,False,False,False,True,psychrophiles
1970432,2.0,Bacteria,1224.0,28211.0,Alphaproteobacteria,204457.0,Sphingomonadales,41297.0,Sphingomonadaceae,13687.0,Sphingomonas,1970432.0,Sphingomonas sp. 28-62-11,species,Sphingomonas sp. 28-62-11,4.20,4.20,4.2,original,optimum,aciDB,aciDB236,1970432,False,False,False,True,psychrophiles
645597,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135614.0,Lysobacterales,32033.0,Lysobacteraceae,83614.0,Luteimonas,645597.0,Luteimonas terricola,species,Luteimonas terricola,12.50,12.50,12.5,original,optimum,Tempura,Tempura8551,645597,False,False,False,True,psychrophiles
212021,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,267890.0,Shewanellaceae,22.0,Shewanella,212021.0,Shewanella kaireitica,species,Shewanella kaireitica,13.00,13.00,13.0,original,optimum,Tempura,Tempura8580,212021,False,False,False,True,psychrophiles
264736,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135623.0,Vibrionales,641.0,Vibrionaceae,657.0,Photobacterium,264736.0,Photobacterium frigidiphilum,species,Photobacterium frigidiphilum,14.00,14.00,14.0,original,optimum,Tempura,Tempura8598,264736,False,False,False,True,psychrophiles
2023717,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135623.0,Vibrionales,641.0,Vibrionaceae,657.0,Photobacterium,2023717.0,Photobacterium carnosum,species,Photobacterium carnosum,12.50,12.50,12.5,original,optimum,Tempura,Tempura8605,2023717,False,False,False,True,psychrophiles
271096,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,267890.0,Shewanellaceae,22.0,Shewanella,271096.0,Shewanella canadensis,species,Shewanella canadensis,10.00,10.00,10.0,original,optimum,Tempura,Tempura8509,271096,False,False,False,True,psychrophiles
177439,2.0,Bacteria,200940.0,3031451.0,Desulfobulbia,3024411.0,Desulfobulbales,2886822.0,Desulfocapsaceae,109168.0,Desulfotalea,84980.0,Desulfotalea psychrophila,strain,Desulfotalea psychrophila LSv54,10.00,10.00,10.0,original,optimum,Tempura,Tempura8613,177439,False,False,False,True,psychrophiles
304413,2.0,Bacteria,200940.0,3031651.0,Desulfuromonadia,69541.0,Desulfuromonadales,213421.0,Desulfuromonadaceae,890.0,Desulfuromonas,304413.0,Desulfuromonas svalbardensis,species,Desulfuromonas svalbardensis,14.00,14.00,14.0,original,optimum,BacDive,4238,304413,False,False,False,True,psychrophiles
1658618,2.0,Bacteria,74201.0,203494.0,Verrucomicrobiia,48461.0,Verrucomicrobiales,1648490.0,Rubritaleaceae,361050.0,Rubritalea,1658618.0,Rubritalea profundi,species,Rubritalea profundi,10.00,10.00,10.0,original,optimum,Tempura,Tempura8627,1658618,False,False,False,True,psychrophiles
1960156,2.0,Bacteria,2109258.0,2109259.0,Abditibacteriia,2109260.0,Abditibacteriales,2109261.0,Abditibacteriaceae,2109263.0,Abditibacterium,1960156.0,Abditibacterium utsteinense,species,Abditibacterium utsteinense,16.50,16.50,16.5,original,optimum,Tempura,Tempura2543,1960156,False,False,False,True,mesophiles bin 1
863522,2.0,Bacteria,57723.0,204432.0,Terriglobia,204433.0,Terriglobales,204434.0,Acidobacteriaceae,1078860.0,Bryocella,863522.0,Bryocella elongata,species,Bryocella elongata,20-24,22.00,22.0,original,optimum,BacDive,141,863522,False,False,False,True,mesophiles bin 1
1198114,2.0,Bacteria,57723.0,204432.0,Terriglobia,204433.0,Terriglobales,204434.0,Acidobacteriaceae,940557.0,Granulicella,940615.0,Granulicella tundricola,strain,Granulicella tundricola MP5ACTX9,22.50,22.50,22.5,original,optimum,aciDB,aciDB134,1198114,False,False,False,True,mesophiles bin 1
1703,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85006.0,Micrococcales,85019.0,Brevibacteriaceae,1696.0,Brevibacterium,1703.0,Brevibacterium linens,species,Brevibacterium linens,22.50,22.50,22.5,original,optimum,"Lyubetsky et al., 2020",Lyu155,1703,False,False,False,True,mesophiles bin 1
191497,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85006.0,Micrococcales,85023.0,Microbacteriaceae,193383.0,Rhodoglobus,191497.0,Rhodoglobus aureus,species,Rhodoglobus aureus,22.00,22.00,22.0,original,optimum,BacDive,7494,191497,False,False,False,True,mesophiles bin 1
571913,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85006.0,Micrococcales,145357.0,Dermacoccaceae,745364.0,Luteipulveratus,571913.0,Luteipulveratus mongoliensis,species,Luteipulveratus mongoliensis,24.00,24.00,24.0,original,optimum,Tempura,Tempura8195,571913,False,False,False,True,mesophiles bin 1
105422,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85011.0,Kitasatosporales,2062.0,Streptomycetaceae,228398.0,Streptacidiphilus,105422.0,Streptacidiphilus carbonis,species,Streptacidiphilus carbonis,22.50,22.50,22.5,original,optimum,aciDB,aciDB239,105422,False,False,False,True,mesophiles bin 1
150832,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85006.0,Micrococcales,1268.0,Micrococcaceae,57494.0,Nesterenkonia,150832.0,Nesterenkonia lacusekhoensis,species,Nesterenkonia lacusekhoensis,22.00,22.00,22.0,original,optimum,BacDive,7763,150832,False,False,False,True,mesophiles bin 1
386302,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85006.0,Micrococcales,85023.0,Microbacteriaceae,235888.0,Salinibacterium,386302.0,Salinibacterium xinjiangense,species,Salinibacterium xinjiangense,18-19,18.50,18.5,original,optimum,BacDive,7489,386302,False,False,False,True,mesophiles bin 1
494023,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85006.0,Micrococcales,1268.0,Micrococcaceae,1742990.0,Paeniglutamicibacter,494023.0,Paeniglutamicibacter antarcticus,species,Paeniglutamicibacter antarcticus,23.50,23.50,23.5,original,optimum,Tempura,Tempura8510,494023,False,False,False,True,mesophiles bin 1
