ncbiTaxID_new,superkingdom_id,superkingdom,phylum_id,phylum,class_id,class,order_id,order,family_id,family,genus_id,genus,species_id,species,rank_new,name_new,Temp,Temp_Range_Average,Temp_Duplicate_Average,Temp_Value,Type,Source,Source_ID
111291,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267891,Moritellaceae,58050,Moritella,111291,Moritella profunda,species,Moritella profunda,2.00,2.00,2.00,original,optimum,Tempura,Tempura8634
1245754,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,75682,Oxalobacteraceae,1229970,Glaciimonas,1245754,Glaciimonas frigoris,species,Glaciimonas frigoris,3.00,3.00,3.00,original,optimum,Tempura,Tempura8557
174037,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267894,Psychromonadaceae,67572,Psychromonas,174037,Psychromonas profunda,species,Psychromonas profunda,3.50,3.50,3.50,original,optimum,Tempura,Tempura8632
37448,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,80864,Comamonadaceae,52972,Polaromonas,37448,Polaromonas vacuolata,species,Polaromonas vacuolata,4.00,4.00,4.00,original,optimum,Tempura,Tempura8633
1970431,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204457,Sphingomonadales,41297,Sphingomonadaceae,13687,Sphingomonas,1970431,Sphingomonas sp. 12-62-6,species,Sphingomonas sp. 12-62-6,4.20,4.20,4.20,original,optimum,aciDB,aciDB235
1970432,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204457,Sphingomonadales,41297,Sphingomonadaceae,13687,Sphingomonas,1970432,Sphingomonas sp. 28-62-11,species,Sphingomonas sp. 28-62-11,4.20,4.20,4.20,original,optimum,aciDB,aciDB236
1970433,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204457,Sphingomonadales,41297,Sphingomonadaceae,13687,Sphingomonas,1970433,Sphingomonas sp. 28-62-20,species,Sphingomonas sp. 28-62-20,4.20,4.20,4.20,original,optimum,aciDB,aciDB232
1970434,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204457,Sphingomonadales,41297,Sphingomonadaceae,13687,Sphingomonas,1970434,Sphingomonas sp. 28-63-12,species,Sphingomonas sp. 28-63-12,4.20,4.20,4.20,original,optimum,aciDB,aciDB231
1970435,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204457,Sphingomonadales,41297,Sphingomonadaceae,13687,Sphingomonas,1970435,Sphingomonas sp. 28-66-16,species,Sphingomonas sp. 28-66-16,4.20,4.20,4.20,original,optimum,aciDB,aciDB233
1970436,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204457,Sphingomonadales,41297,Sphingomonadaceae,13687,Sphingomonas,1970436,Sphingomonas sp. 32-62-10,species,Sphingomonas sp. 32-62-10,4.20,4.20,4.20,original,optimum,aciDB,aciDB234
1970597,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204457,Sphingomonadales,nan,,nan,,1970597,Sphingomonadales bacterium 35-56-22,species,Sphingomonadales bacterium 35-56-22,4.20,4.20,4.20,original,optimum,aciDB,aciDB228
1970598,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204457,Sphingomonadales,nan,,nan,,1970598,Sphingomonadales bacterium 39-57-19,species,Sphingomonadales bacterium 39-57-19,4.20,4.20,4.20,original,optimum,aciDB,aciDB229
1970599,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204457,Sphingomonadales,nan,,nan,,1970599,Sphingomonadales bacterium 39-62-4,species,Sphingomonadales bacterium 39-62-4,4.20,4.20,4.20,original,optimum,aciDB,aciDB227
111292,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267891,Moritellaceae,58050,Moritella,111292,Moritella abyssi,species,Moritella abyssi,4.50,4.50,4.50,original,optimum,Tempura,Tempura8631
43661,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267890,Shewanellaceae,22,Shewanella,43661,Shewanella benthica,species,Shewanella benthica,5.00,5.00,5.00,original,optimum,Tempura,Tempura8637
198347,2,Bacteria,1239,Bacillota,186801,Clostridia,186802,Eubacteriales,31979,Clostridiaceae,1485,Clostridium,198347,Clostridium algoriphilum,species,Clostridium algoriphilum,5.00,5.00,5.00,original,optimum,Tempura,Tempura8600
336828,2,Bacteria,976,Bacteroidota,768503,Cytophagia,768507,Cytophagales,89373,Cytophagaceae,336827,Rhodonellum,336828,Rhodonellum psychrophilum,species,Rhodonellum psychrophilum,5.00,5.00,5.00,original,optimum,Tempura,Tempura8573
651662,2,Bacteria,976,Bacteroidota,768503,Cytophagia,768507,Cytophagales,1853232,Hymenobacteraceae,89966,Hymenobacter,651662,Hymenobacter psychrophilus,species,Hymenobacter psychrophilus,5.50,5.50,5.50,original,optimum,Tempura,Tempura8556
866565,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,80864,Comamonadaceae,52972,Polaromonas,866565,Polaromonas cryoconiti,species,Polaromonas cryoconiti,5.50,5.50,5.50,original,optimum,Tempura,Tempura8555
1970304,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204441,Rhodospirillales,433,Acetobacteraceae,50709,Acidocella,1970304,Acidocella sp. 20-63-7,species,Acidocella sp. 20-63-7,6.29,6.29,6.29,original,optimum,aciDB,aciDB70
1970305,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204441,Rhodospirillales,433,Acetobacteraceae,50709,Acidocella,1970305,Acidocella sp. 21-58-7,species,Acidocella sp. 21-58-7,6.29,6.29,6.29,original,optimum,aciDB,aciDB71
1970306,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204441,Rhodospirillales,433,Acetobacteraceae,50709,Acidocella,1970306,Acidocella sp. 35-58-6,species,Acidocella sp. 35-58-6,6.29,6.29,6.29,original,optimum,aciDB,aciDB72
1970307,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,80864,Comamonadaceae,12916,Acidovorax,1970307,Acidovorax sp. 16-64-162,species,Acidovorax sp. 16-64-162,6.29,6.29,6.29,original,optimum,aciDB,aciDB80
1970308,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,80864,Comamonadaceae,12916,Acidovorax,1970308,Acidovorax sp. 17-64-282,species,Acidovorax sp. 17-64-282,6.29,6.29,6.29,original,optimum,aciDB,aciDB79
1970309,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,80864,Comamonadaceae,12916,Acidovorax,1970309,Acidovorax sp. 24-64-9,species,Acidovorax sp. 24-64-9,6.29,6.29,6.29,original,optimum,aciDB,aciDB78
1970310,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,80864,Comamonadaceae,12916,Acidovorax,1970310,Acidovorax sp. 28-64-14,species,Acidovorax sp. 28-64-14,6.29,6.29,6.29,original,optimum,aciDB,aciDB77
1970311,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,80864,Comamonadaceae,12916,Acidovorax,1970311,Acidovorax sp. 32-64-7,species,Acidovorax sp. 32-64-7,6.29,6.29,6.29,original,optimum,aciDB,aciDB76
1970312,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,80864,Comamonadaceae,12916,Acidovorax,1970312,Acidovorax sp. 35-64-16,species,Acidovorax sp. 35-64-16,6.29,6.29,6.29,original,optimum,aciDB,aciDB75
1970313,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,80864,Comamonadaceae,12916,Acidovorax,1970313,Acidovorax sp. 39-64-12,species,Acidovorax sp. 39-64-12,6.29,6.29,6.29,original,optimum,aciDB,aciDB81
1970488,2,Bacteria,201174,Actinomycetota,nan,,nan,,nan,,nan,,1970488,Actinobacteria bacterium 21-64-8,species,Actinobacteria bacterium 21-64-8,6.29,6.29,6.29,original,optimum,aciDB,aciDB84
1970489,2,Bacteria,201174,Actinomycetota,nan,,nan,,nan,,nan,,1970489,Actinobacteria bacterium 21-73-9,species,Actinobacteria bacterium 21-73-9,6.29,6.29,6.29,original,optimum,aciDB,aciDB83
1796491,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,32003,Nitrosomonadales,90627,Gallionellaceae,96,Gallionella,1796491,Candidatus Gallionella acididurans,species,Candidatus Gallionella acididurans,6.50,6.50,6.50,original,optimum,aciDB,aciDB129
96941,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135618,Methylococcales,403,Methylococcaceae,429,Methylobacter,96941,Methylobacter psychrophilus,species,Methylobacter psychrophilus,6.75,6.75,6.75,original,optimum,Tempura,Tempura8610
60217,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267890,Shewanellaceae,22,Shewanella,60217,Shewanella violacea,species,Shewanella violacea,7.00,7.00,7.00,original,optimum,"Lyubetsky et al., 2020",Lyu125
84981,2,Bacteria,200940,Thermodesulfobacteriota,3024418,Desulfobacteria,213118,Desulfobacterales,2904606,Desulfofabaceae,109169,Desulfofaba,84981,Desulfofaba gelida,species,Desulfofaba gelida,7.00,7.00,7.00,original,optimum,BacDive,3984
238834,2,Bacteria,1239,Bacillota,186801,Clostridia,186802,Eubacteriales,31979,Clostridiaceae,1485,Clostridium,238834,Clostridium estertheticum,species,Clostridium estertheticum,7.00,7.00,7.00,original,optimum,"Lyubetsky et al., 2020",Lyu123
913101,2,Bacteria,203691,Spirochaetota,203692,Spirochaetia,136,Spirochaetales,2791015,Sphaerochaetaceae,1920504,Pleomorphochaeta,913101,Pleomorphochaeta multiformis,species,Pleomorphochaeta multiformis,7.00,7.00,7.00,original,optimum,Tempura,Tempura8614
1217908,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204455,Rhodobacterales,2854170,Roseobacteraceae,53945,Octadecabacter,1217908,Octadecabacter antarcticus,species,Octadecabacter antarcticus,7.00,7.00,7.00,original,optimum,"Lyubetsky et al., 2020",Lyu124
351628,2,Bacteria,1239,Bacillota,186801,Clostridia,186802,Eubacteriales,31979,Clostridiaceae,1485,Clostridium,351628,Clostridium schirmacherense,species,Clostridium schirmacherense,"46,152.00","46,152.00",7.50,manual fix,optimum,BacDive,2832
291182,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,291181,Subsaxibacter,291182,Subsaxibacter broadyi,species,Subsaxibacter broadyi,8.00,8.00,8.00,original,optimum,Tempura,Tempura8609
907462,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135619,Oceanospirillales,135620,Oceanospirillaceae,1437109,Profundimonas,907462,Profundimonas piezophila,species,Profundimonas piezophila,8.00,8.00,8.00,original,optimum,Tempura,Tempura8630
249406,2,Bacteria,1297,Deinococcota,188787,Deinococci,118964,Deinococcales,183710,Deinococcaceae,1298,Deinococcus,249406,Deinococcus saxicola,species,Deinococcus saxicola,9.00,9.00,9.00,original,optimum,Tempura,Tempura8071
1201293,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267891,Moritellaceae,58050,Moritella,428031,Moritella dasanensis,strain,Moritella dasanensis ArB 0140,9.00,9.00,9.00,original,optimum,Tempura,Tempura8623
28229,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267889,Colwelliaceae,28228,Colwellia,28229,Colwellia psychrerythraea,species,Colwellia psychrerythraea,9.50,9.50,9.50,original,optimum,"Lyubetsky et al., 2020",Lyu126
53946,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204455,Rhodobacterales,2854170,Roseobacteraceae,53945,Octadecabacter,53946,Octadecabacter arcticus,species,Octadecabacter arcticus,9.50,9.50,9.50,original,optimum,"Lyubetsky et al., 2020",Lyu127
74109,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135623,Vibrionales,641,Vibrionaceae,657,Photobacterium,74109,Photobacterium profundum,species,Photobacterium profundum,10.00,10.00,10.00,original,optimum,"Lyubetsky et al., 2020",Lyu129
84980,2,Bacteria,200940,Thermodesulfobacteriota,3031451,Desulfobulbia,3024411,Desulfobulbales,2886822,Desulfocapsaceae,109168,Desulfotalea,84980,Desulfotalea psychrophila,species,Desulfotalea psychrophila,10.00,10.00,10.00,original,optimum,BacDive,4030
84982,2,Bacteria,200940,Thermodesulfobacteriota,3024418,Desulfobacteria,213118,Desulfobacterales,213119,Desulfobacteraceae,109166,Desulfofrigus,84982,Desulfofrigus oceanense,species,Desulfofrigus oceanense,10.00,10.00,10.00,original,optimum,BacDive,3988
145373,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267894,Psychromonadaceae,67572,Psychromonas,145373,Psychromonas kaikoae,species,Psychromonas kaikoae,10.00,10.00,10.00,original,optimum,Tempura,Tempura8629
177439,2,Bacteria,200940,Thermodesulfobacteriota,3031451,Desulfobulbia,3024411,Desulfobulbales,2886822,Desulfocapsaceae,109168,Desulfotalea,84980,Desulfotalea psychrophila,strain,Desulfotalea psychrophila LSv54,10.00,10.00,10.00,original,optimum,Tempura,Tempura8613
271096,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267890,Shewanellaceae,22,Shewanella,271096,Shewanella canadensis,species,Shewanella canadensis,10.00,10.00,10.00,original,optimum,Tempura,Tempura8509
271098,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267890,Shewanellaceae,22,Shewanella,271098,Shewanella halifaxensis,species,Shewanella halifaxensis,10.00,10.00,10.00,original,optimum,Tempura,Tempura8507
271099,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267890,Shewanellaceae,22,Shewanella,271099,Shewanella atlantica,species,Shewanella atlantica,10.00,10.00,10.00,original,optimum,Tempura,Tempura8506
425104,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267890,Shewanellaceae,22,Shewanella,271097,Shewanella sediminis,strain,Shewanella sediminis HAW-EB3,10.00,10.00,10.00,original,optimum,Tempura,Tempura8508
468913,2,Bacteria,1297,Deinococcota,188787,Deinococci,118964,Deinococcales,183710,Deinococcaceae,1298,Deinococcus,468913,Deinococcus alpinitundrae,species,Deinococcus alpinitundrae,10.00,10.00,10.00,original,optimum,Tempura,Tempura8505
468914,2,Bacteria,1297,Deinococcota,188787,Deinococci,118964,Deinococcales,183710,Deinococcaceae,1298,Deinococcus,468914,Deinococcus altitudinis,species,Deinococcus altitudinis,10.00,10.00,10.00,original,optimum,Tempura,Tempura8504
468915,2,Bacteria,1297,Deinococcota,188787,Deinococci,118964,Deinococcales,183710,Deinococcaceae,1298,Deinococcus,468915,Deinococcus claudionis,species,Deinococcus claudionis,10.00,10.00,10.00,original,optimum,Tempura,Tempura8503
468916,2,Bacteria,1297,Deinococcota,188787,Deinococci,118964,Deinococcales,183710,Deinococcaceae,1298,Deinococcus,468916,Deinococcus radiomollis,species,Deinococcus radiomollis,10.00,10.00,10.00,original,optimum,Tempura,Tempura8502
505250,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,252356,Maribacter,505250,Maribacter antarcticus,species,Maribacter antarcticus,10.00,10.00,10.00,original,optimum,BacDive,5614
1469557,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,291183,Lacinutrix,1469557,Lacinutrix jangbogonensis,species,Lacinutrix jangbogonensis,10.00,10.00,10.00,original,optimum,Tempura,Tempura8635
1485217,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,75682,Oxalobacteraceae,149698,Massilia,1485217,Massilia eurypsychrophila,species,Massilia eurypsychrophila,10.00,10.00,10.00,original,optimum,Tempura,Tempura8501
1562124,2,Bacteria,976,Bacteroidota,768503,Cytophagia,768507,Cytophagales,1853232,Hymenobacteraceae,89966,Hymenobacter,1562124,Hymenobacter glacieicola,species,Hymenobacter glacieicola,10.00,10.00,10.00,original,optimum,Tempura,Tempura8070
1658618,2,Bacteria,74201,Verrucomicrobiota,203494,Verrucomicrobiia,48461,Verrucomicrobiales,1648490,Rubritaleaceae,361050,Rubritalea,1658618,Rubritalea profundi,species,Rubritalea profundi,10.00,10.00,10.00,original,optimum,Tempura,Tempura8627
1843235,2,Bacteria,976,Bacteroidota,117747,Sphingobacteriia,200666,Sphingobacteriales,84566,Sphingobacteriaceae,84567,Pedobacter,1843235,Pedobacter psychrotolerans,species,Pedobacter psychrotolerans,10.00,10.00,10.00,original,optimum,Tempura,Tempura8069
2038737,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,237,Flavobacterium,2038737,Flavobacterium ardleyense,species,Flavobacterium ardleyense,10.00,10.00,10.00,original,optimum,Tempura,Tempura8572
291179,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,291178,Subsaximicrobium,291179,Subsaximicrobium wynnwilliamsii,species,Subsaximicrobium wynnwilliamsii,10.50,10.50,10.50,original,optimum,Tempura,Tempura8544
291180,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,291178,Subsaximicrobium,291180,Subsaximicrobium saxinquilinus,species,Subsaximicrobium saxinquilinus,10.50,10.50,10.50,original,optimum,Tempura,Tempura8543
291187,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,283785,Bizionia,291187,Bizionia algoritergicola,species,Bizionia algoritergicola,10.50,10.50,10.50,original,optimum,Tempura,Tempura8542
291191,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,244698,Gillisia,291191,Gillisia sandarakina,species,Gillisia sandarakina,10.50,10.50,10.50,original,optimum,Tempura,Tempura8603
291192,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,244698,Gillisia,291192,Gillisia illustrilutea,species,Gillisia illustrilutea,10.50,10.50,10.50,original,optimum,Tempura,Tempura8602
995037,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85006,Micrococcales,85023,Microbacteriaceae,69578,Cryobacterium,995037,Cryobacterium aureum,species,Cryobacterium aureum,11.00,11.00,11.00,original,optimum,Tempura,Tempura8619
995038,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85006,Micrococcales,85023,Microbacteriaceae,69578,Cryobacterium,995038,Cryobacterium levicorallinum,species,Cryobacterium levicorallinum,11.00,11.00,11.00,original,optimum,Tempura,Tempura8618
1967665,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267889,Colwelliaceae,2848171,Cognaticolwellia,1967665,Cognaticolwellia beringensis,species,Cognaticolwellia beringensis,11.50,11.50,11.50,original,optimum,Tempura,Tempura8553
52704,2,Bacteria,1239,Bacillota,186801,Clostridia,186802,Eubacteriales,31979,Clostridiaceae,1485,Clostridium,52704,Clostridium vincentii,species,Clostridium vincentii,12.00,12.00,12.00,original,optimum,Tempura,Tempura8599
67573,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267894,Psychromonadaceae,67572,Psychromonas,67573,Psychromonas antarctica,species,Psychromonas antarctica,12.00,12.00,12.00,original,optimum,Tempura,Tempura8622
1129794,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,72275,Alteromonadaceae,1621534,Paraglaciecola,326544,Paraglaciecola psychrophila,strain,Paraglaciecola psychrophila 170,12.00,12.00,12.00,original,optimum,Tempura,Tempura8626
1336806,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135619,Oceanospirillales,255527,Saccharospirillaceae,230494,Reinekea,1336806,Reinekea forsetii,species,Reinekea forsetii,12.00,12.00,12.00,original,optimum,Tempura,Tempura8612
131540,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,72273,Thiotrichales,135616,Piscirickettsiaceae,2039723,Thiomicrorhabdus,131540,Thiomicrorhabdus arctica,species,Thiomicrorhabdus arctica,12.35,12.35,12.35,original,optimum,Tempura,Tempura8582
56807,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,72275,Alteromonadaceae,89404,Glaciecola,56807,Glaciecola pallidula,species,Glaciecola pallidula,12.50,12.50,12.50,original,optimum,Tempura,Tempura8608
57029,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,83612,Psychroflexus,57029,Psychroflexus torquis,species,Psychroflexus torquis,12.50,12.50,12.50,original,optimum,"Lyubetsky et al., 2020",Lyu130
225848,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267890,Shewanellaceae,22,Shewanella,225848,Shewanella psychrophila,species,Shewanella psychrophila,12.50,12.50,12.50,original,optimum,Tempura,Tempura8607
249408,2,Bacteria,1297,Deinococcota,188787,Deinococci,118964,Deinococcales,183710,Deinococcaceae,1298,Deinococcus,249408,Deinococcus marmoris,species,Deinococcus marmoris,12.50,12.50,12.50,original,optimum,Tempura,Tempura8549
253703,2,Bacteria,1239,Bacillota,91061,Bacilli,1385,Bacillales,186822,Paenibacillaceae,44249,Paenibacillus,253703,Paenibacillus antarcticus,species,Paenibacillus antarcticus,12.50,12.50,12.50,original,optimum,Tempura,Tempura7545
281738,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,2887326,Moraxellales,468,Moraxellaceae,497,Psychrobacter,281738,Psychrobacter nivimaris,species,Psychrobacter nivimaris,12.50,12.50,12.50,original,optimum,Tempura,Tempura7227
645597,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135614,Lysobacterales,32033,Lysobacteraceae,83614,Luteimonas,645597,Luteimonas terricola,species,Luteimonas terricola,12.50,12.50,12.50,original,optimum,Tempura,Tempura8551
1117313,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267888,Pseudoalteromonadaceae,53246,Pseudoalteromonas,394751,Pseudoalteromonas arctica,strain,Pseudoalteromonas arctica A 37-1-2,12.50,12.50,12.50,original,optimum,Tempura,Tempura8552
1434752,2,Bacteria,976,Bacteroidota,117747,Sphingobacteriia,200666,Sphingobacteriales,84566,Sphingobacteriaceae,1288026,Arcticibacter,1434752,Arcticibacter eurypsychrophilus,species,Arcticibacter eurypsychrophilus,12.50,12.50,12.50,original,optimum,Tempura,Tempura8550
1524095,2,Bacteria,976,Bacteroidota,768503,Cytophagia,768507,Cytophagales,1853232,Hymenobacteraceae,89966,Hymenobacter,1524095,Hymenobacter frigidus,species,Hymenobacter frigidus,12.50,12.50,12.50,original,optimum,Tempura,Tempura8606
2023717,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135623,Vibrionales,641,Vibrionaceae,657,Photobacterium,2023717,Photobacterium carnosum,species,Photobacterium carnosum,12.50,12.50,12.50,original,optimum,Tempura,Tempura8605
2056433,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85006,Micrococcales,85023,Microbacteriaceae,120212,Subtercola,2056433,Subtercola vilae,species,Subtercola vilae,12.50,12.50,12.50,original,optimum,Tempura,Tempura8393
651661,2,Bacteria,976,Bacteroidota,768503,Cytophagia,768507,Cytophagales,2896860,Spirosomataceae,120831,Dyadobacter,651661,Dyadobacter psychrophilus,species,Dyadobacter psychrophilus,"46,310.00","46,310.00",12.50,manual fix,optimum,BacDive,3782
1121381,2,Bacteria,1297,Deinococcota,188787,Deinococci,118964,Deinococcales,183710,Deinococcaceae,1298,Deinococcus,249408,Deinococcus marmoris,strain,Deinococcus marmoris DSM 12784,"46,281.00","46,281.00",12.50,manual fix,optimum,BacDive,3869
1121922,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,72275,Alteromonadaceae,89404,Glaciecola,56807,Glaciecola pallidula,strain,Glaciecola pallidula DSM 14239 = ACAM 615,"46,310.00","46,310.00",12.50,manual fix,optimum,BacDive,451
212021,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267890,Shewanellaceae,22,Shewanella,212021,Shewanella kaireitica,species,Shewanella kaireitica,13.00,13.00,13.00,original,optimum,Tempura,Tempura8580
291184,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,291183,Lacinutrix,291184,Lacinutrix copepodicola,species,Lacinutrix copepodicola,13.00,13.00,13.00,original,optimum,Tempura,Tempura8525
291190,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,244698,Gillisia,291190,Gillisia hiemivivida,species,Gillisia hiemivivida,13.00,13.00,13.00,original,optimum,Tempura,Tempura8524
145483,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85006,Micrococcales,85023,Microbacteriaceae,96492,Frigoribacterium,145483,Frigoribacterium faeni,species,Frigoribacterium faeni,20.00,20.00,13.50,average,optimum,BacDive,7325
249189,2,Bacteria,1239,Bacillota,91061,Bacilli,186826,Lactobacillales,81852,Enterococcaceae,1350,Enterococcus,249189,Enterococcus hermanniensis,species,Enterococcus hermanniensis,13.50,13.50,13.50,original,optimum,BacDive,5344
249403,2,Bacteria,1297,Deinococcota,188787,Deinococci,118964,Deinococcales,183710,Deinococcaceae,1298,Deinococcus,249403,Deinococcus frigens,species,Deinococcus frigens,13.50,13.50,13.50,original,optimum,Tempura,Tempura8547
56810,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,2887326,Moraxellales,468,Moraxellaceae,497,Psychrobacter,56810,Psychrobacter glacincola,species,Psychrobacter glacincola,14.00,14.00,14.00,original,optimum,Tempura,Tempura8577
163361,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85011,Kitasatosporales,2062,Streptomycetaceae,1883,Streptomyces,163361,Streptomyces beijiangensis,species,Streptomyces beijiangensis,14.00,14.00,14.00,original,optimum,Tempura,Tempura7524
264736,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135623,Vibrionales,641,Vibrionaceae,657,Photobacterium,264736,Photobacterium frigidiphilum,species,Photobacterium frigidiphilum,14.00,14.00,14.00,original,optimum,Tempura,Tempura8598
304413,2,Bacteria,200940,Thermodesulfobacteriota,3031651,Desulfuromonadia,69541,Desulfuromonadales,213421,Desulfuromonadaceae,890,Desulfuromonas,304413,Desulfuromonas svalbardensis,species,Desulfuromonas svalbardensis,14.00,14.00,14.00,original,optimum,BacDive,4238
425514,2,Bacteria,976,Bacteroidota,117747,Sphingobacteriia,200666,Sphingobacteriales,84566,Sphingobacteriaceae,84567,Pedobacter,425514,Pedobacter hartonius,species,Pedobacter hartonius,14.00,14.00,14.00,original,optimum,Tempura,Tempura8422
935223,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,237,Flavobacterium,935223,Flavobacterium xueshanense,species,Flavobacterium xueshanense,14.00,14.00,14.00,original,optimum,Tempura,Tempura8617
1477021,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85006,Micrococcales,85023,Microbacteriaceae,1648520,Conyzicola,1477021,Conyzicola nivalis,species,Conyzicola nivalis,14.00,14.00,14.00,original,optimum,Tempura,Tempura4131
