ncbiTaxID_new,superkingdom_id,superkingdom,phylum_id,phylum,class_id,class,order_id,order,family_id,family,genus_id,genus,species_id,species,rank_new,name_new,Temp,Temp_Range_Average,Temp_Duplicate_Average,Temp_Value,Type,Source,Source_ID
2042962,2,Bacteria,57723,Acidobacteriota,204432,Terriglobia,204433,Terriglobales,3121618,Candidatus Korobacteraceae,2136116,Candidatus Sulfotelmatobacter,2042962,Candidatus Sulfotelmatobacter kueseliae,species,Candidatus Sulfotelmatobacter kueseliae,14.00,14.00,14.00,original,optimum,aciDB,aciDB338
2043160,2,Bacteria,57723,Acidobacteriota,204432,Terriglobia,204433,Terriglobales,3121618,Candidatus Korobacteraceae,2136116,Candidatus Sulfotelmatobacter,2043160,Candidatus Sulfotelmatobacter sp. SbA7,species,Candidatus Sulfotelmatobacter sp. SbA7,14.00,14.00,14.00,original,optimum,aciDB,aciDB339
2043161,2,Bacteria,57723,Acidobacteriota,204432,Terriglobia,204433,Terriglobales,204434,Acidobacteriaceae,2136117,Candidatus Sulfotelmatomonas,2043161,Candidatus Sulfotelmatomonas gaucii,species,Candidatus Sulfotelmatomonas gaucii,14.00,14.00,14.00,original,optimum,aciDB,aciDB340
2043164,2,Bacteria,57723,Acidobacteriota,204432,Terriglobia,332160,Bryobacterales,332161,Solibacteraceae,2136118,Candidatus Sulfopaludibacter,2043164,Candidatus Sulfopaludibacter sp. SbA3,species,Candidatus Sulfopaludibacter sp. SbA3,14.00,14.00,14.00,original,optimum,aciDB,aciDB335
2043165,2,Bacteria,57723,Acidobacteriota,204432,Terriglobia,332160,Bryobacterales,332161,Solibacteraceae,2136118,Candidatus Sulfopaludibacter,2043165,Candidatus Sulfopaludibacter sp. SbA4,species,Candidatus Sulfopaludibacter sp. SbA4,14.00,14.00,14.00,original,optimum,aciDB,aciDB337
2043166,2,Bacteria,57723,Acidobacteriota,204432,Terriglobia,332160,Bryobacterales,332161,Solibacteraceae,2136118,Candidatus Sulfopaludibacter,2043166,Candidatus Sulfopaludibacter sp. SbA6,species,Candidatus Sulfopaludibacter sp. SbA6,14.00,14.00,14.00,original,optimum,aciDB,aciDB336
2043169,2,Bacteria,1239,Bacillota,186801,Clostridia,186802,Eubacteriales,2937909,Desulfitobacteriaceae,79206,Desulfosporosinus,2043169,Candidatus Desulfosporosinus infrequens,species,Candidatus Desulfosporosinus infrequens,14.00,14.00,14.00,original,optimum,aciDB,aciDB116
2054411,2,Bacteria,976,Bacteroidota,768503,Cytophagia,768507,Cytophagales,1853232,Hymenobacteraceae,89966,Hymenobacter,2054411,Hymenobacter defluvii,species,Hymenobacter defluvii,14.00,14.00,14.00,original,optimum,Tempura,Tempura7229
74348,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204455,Rhodobacterales,2854170,Roseobacteraceae,60136,Sulfitobacter,74348,Sulfitobacter brevis,species,Sulfitobacter brevis,14.50,14.50,14.50,original,optimum,Tempura,Tempura7511
394284,2,Bacteria,1239,Bacillota,909932,Negativicutes,909929,Selenomonadales,1843490,Sporomusaceae,552808,Psychrosinus,394284,Psychrosinus fermentans,species,Psychrosinus fermentans,14.50,14.50,14.50,original,optimum,Tempura,Tempura8576
935224,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,237,Flavobacterium,935224,Flavobacterium urumqiense,species,Flavobacterium urumqiense,14.50,14.50,14.50,original,optimum,Tempura,Tempura8624
25,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267890,Shewanellaceae,22,Shewanella,25,Shewanella hanedai,species,Shewanella hanedai,15.00,15.00,15.00,original,optimum,Tempura,Tempura8500
40269,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135623,Vibrionales,641,Vibrionaceae,511678,Aliivibrio,40269,Aliivibrio salmonicida,species,Aliivibrio salmonicida,15.00,15.00,15.00,original,optimum,Tempura,Tempura8571
56804,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,72275,Alteromonadaceae,89404,Glaciecola,56804,Glaciecola punicea,species,Glaciecola punicea,15.00,15.00,15.00,original,optimum,Tempura,Tempura8499
81479,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,80864,Comamonadaceae,28065,Rhodoferax,81479,Rhodoferax antarcticus,species,Rhodoferax antarcticus,15.00,15.00,15.00,original,optimum,"Lyubetsky et al., 2020",Lyu132
87645,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,206351,Neisseriales,2897176,Aquaspirillaceae,187,Aquaspirillum,87645,Aquaspirillum arcticum,species,Aquaspirillum arcticum,15.00,15.00,15.00,original,optimum,Tempura,Tempura8588
88364,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267894,Psychromonadaceae,67572,Psychromonas,88364,Psychromonas marina,species,Psychromonas marina,15.00,15.00,15.00,original,optimum,Tempura,Tempura8548
101383,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,246874,Cryomorphaceae,246876,Cryomorpha,101383,Cryomorpha ignava,species,Cryomorpha ignava,15.00,15.00,15.00,original,optimum,Tempura,Tempura8498
146829,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,72273,Thiotrichales,135616,Piscirickettsiaceae,2039723,Thiomicrorhabdus,146829,Thiomicrorhabdus psychrophila,species,Thiomicrorhabdus psychrophila,15.00,15.00,15.00,original,optimum,Tempura,Tempura8581
191389,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85006,Micrococcales,85023,Microbacteriaceae,110932,Leifsonia,191389,Leifsonia rubra,species,Leifsonia rubra,15.00,15.00,15.00,original,optimum,Tempura,Tempura8570
227605,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,356,Hyphomicrobiales,45404,Beijerinckiaceae,120652,Methylocella,227605,Methylocella tundrae,species,Methylocella tundrae,15.00,15.00,15.00,original,optimum,BacDive,1659
229204,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,237,Flavobacterium,229204,Flavobacterium frigoris,species,Flavobacterium frigoris,15.00,15.00,15.00,original,optimum,BacDive,5537
229205,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,237,Flavobacterium,229205,Flavobacterium micromati,species,Flavobacterium micromati,15.00,15.00,15.00,original,optimum,BacDive,5544
313587,2157,Archaea,28890,Euryarchaeota,224756,Methanomicrobia,2191,Methanomicrobiales,2194,Methanomicrobiaceae,2195,Methanogenium,62970,Methanogenium frigidum,strain,Methanogenium frigidum Ace-2,15.00,15.00,15.00,original,optimum,Tempura,Tempura8621
336831,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135613,Chromatiales,1046,Chromatiaceae,336830,Arsukibacterium,336831,Arsukibacterium ikkense,species,Arsukibacterium ikkense,15.00,15.00,15.00,original,optimum,Tempura,Tempura8068
342950,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267890,Shewanellaceae,2547964,Parashewanella,342950,Parashewanella spongiae,species,Parashewanella spongiae,15.00,15.00,15.00,original,optimum,Tempura,Tempura8413
392714,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,363408,Nonlabens,392714,Nonlabens antarcticus,species,Nonlabens antarcticus,15.00,15.00,15.00,original,optimum,Tempura,Tempura8596
442526,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,75682,Oxalobacteraceae,149698,Massilia,442526,Massilia brevitalea,species,Massilia brevitalea,15.00,15.00,15.00,original,optimum,Tempura,Tempura8067
442733,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,2762318,Weeksellaceae,2907937,Halpernia,442733,Halpernia marina,species,Halpernia marina,15.00,15.00,15.00,original,optimum,Tempura,Tempura8496
453224,2,Bacteria,200940,Thermodesulfobacteriota,3024418,Desulfobacteria,213118,Desulfobacterales,213119,Desulfobacteraceae,1649264,Desulfoconvexum,453224,Desulfoconvexum algidum,species,Desulfoconvexum algidum,15.00,15.00,15.00,original,optimum,Tempura,Tempura8604
504936,2,Bacteria,1239,Bacillota,91061,Bacilli,186826,Lactobacillales,33958,Lactobacillaceae,2930384,Periweissella,504936,Periweissella beninensis,species,Periweissella beninensis,15.00,15.00,15.00,original,optimum,BacDive,6860
517723,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267889,Colwelliaceae,28228,Colwellia,517723,Colwellia asteriadis,species,Colwellia asteriadis,15.00,15.00,15.00,original,optimum,Tempura,Tempura8495
551459,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,2762318,Weeksellaceae,59732,Chryseobacterium,551459,Chryseobacterium piscicola,species,Chryseobacterium piscicola,15.00,15.00,15.00,original,optimum,BacDive,5704
619304,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135619,Oceanospirillales,135620,Oceanospirillaceae,75687,Neptunomonas,619304,Neptunomonas antarctica,species,Neptunomonas antarctica,15.00,15.00,15.00,original,optimum,Tempura,Tempura8494
640331,2,Bacteria,1239,Bacillota,91061,Bacilli,186826,Lactobacillales,33958,Lactobacillaceae,2767881,Fructilactobacillus,640331,Fructilactobacillus florum,species,Fructilactobacillus florum,15.00,15.00,15.00,original,optimum,BacDive,6696
653930,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,72274,Pseudomonadales,135621,Pseudomonadaceae,2901189,Halopseudomonas,653930,Halopseudomonas bauzanensis,species,Halopseudomonas bauzanensis,15.00,15.00,15.00,original,optimum,Tempura,Tempura8290
657419,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,3108222,Geminicoccales,2066434,Geminicoccaceae,171436,Tistrella,657419,Tistrella bauzanensis,species,Tistrella bauzanensis,15.00,15.00,15.00,original,optimum,Tempura,Tempura8541
913100,2,Bacteria,203691,Spirochaetota,203692,Spirochaetia,136,Spirochaetales,137,Spirochaetaceae,146,Spirochaeta,913100,Spirochaeta psychrophila,species,Spirochaeta psychrophila,15.00,15.00,15.00,original,optimum,Tempura,Tempura8616
929558,2,Bacteria,29547,Campylobacterota,3031852,Epsilonproteobacteria,213849,Campylobacterales,2771471,Sulfurimonadaceae,202746,Sulfurimonas,1176482,Sulfurimonas gotlandica,strain,Sulfurimonas gotlandica GD1,15.00,15.00,15.00,original,optimum,Tempura,Tempura8595
934143,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267890,Shewanellaceae,22,Shewanella,934143,Shewanella electrodiphila,species,Shewanella electrodiphila,15.00,15.00,15.00,original,optimum,Tempura,Tempura8066
1077947,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204455,Rhodobacterales,31989,Paracoccaceae,238783,Pseudorhodobacter,1077947,Pseudorhodobacter antarcticus,species,Pseudorhodobacter antarcticus,15.00,15.00,15.00,original,optimum,Tempura,Tempura8065
1128970,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,237,Flavobacterium,1128970,Flavobacterium noncentrifugens,species,Flavobacterium noncentrifugens,15.00,15.00,15.00,original,optimum,Tempura,Tempura8297
1415778,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,1706369,Cellvibrionales,1706374,Porticoccaceae,1123967,Porticoccus,1073414,Porticoccus hydrocarbonoclasticus,strain,Porticoccus hydrocarbonoclasticus MCTG13d,15.00,15.00,15.00,original,optimum,Tempura,Tempura5946
1423773,2,Bacteria,1239,Bacillota,91061,Bacilli,186826,Lactobacillales,33958,Lactobacillaceae,2767886,Levilactobacillus,380393,Levilactobacillus namurensis,strain,Levilactobacillus namurensis DSM 19117,15.00,15.00,15.00,original,optimum,BacDive,6667
1477018,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,91347,Enterobacterales,1903412,Hafniaceae,568,Hafnia,1477018,Hafnia psychrotolerans,species,Hafnia psychrotolerans,15.00,15.00,15.00,original,optimum,Tempura,Tempura4130
1484460,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,49277,Psychroserpens,1484460,Psychroserpens jangbogonensis,species,Psychroserpens jangbogonensis,15.00,15.00,15.00,original,optimum,Tempura,Tempura8594
1574308,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,389486,Sediminicola,1574308,Sediminicola arcticus,species,Sediminicola arcticus,15.00,15.00,15.00,original,optimum,Tempura,Tempura8593
1603353,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,75682,Oxalobacteraceae,149698,Massilia,1603353,Massilia psychrophila,species,Massilia psychrophila,15.00,15.00,15.00,original,optimum,Tempura,Tempura8493
1614635,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,80864,Comamonadaceae,52972,Polaromonas,1614635,Polaromonas eurypsychrophila,species,Polaromonas eurypsychrophila,15.00,15.00,15.00,original,optimum,Tempura,Tempura8592
1614636,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204457,Sphingomonadales,2820280,Sphingosinicellaceae,1508451,Polymorphobacter,1614636,Polymorphobacter glacialis,species,Polymorphobacter glacialis,15.00,15.00,15.00,original,optimum,Tempura,Tempura8591
1658616,2,Bacteria,256845,Lentisphaerota,1313211,Lentisphaeria,278081,Lentisphaerales,566277,Lentisphaeraceae,256846,Lentisphaera,1658616,Lentisphaera profundi,species,Lentisphaera profundi,15.00,15.00,15.00,original,optimum,Tempura,Tempura8590
1658619,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,1737068,Aurantivirga,1658619,Aurantivirga profunda,species,Aurantivirga profunda,15.00,15.00,15.00,original,optimum,Tempura,Tempura8560
1663198,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,291181,Subsaxibacter,1663198,Subsaxibacter sediminis,species,Subsaxibacter sediminis,15.00,15.00,15.00,original,optimum,Tempura,Tempura8589
1850093,2,Bacteria,976,Bacteroidota,768503,Cytophagia,768507,Cytophagales,1853232,Hymenobacteraceae,89966,Hymenobacter,1850093,Hymenobacter nivis,species,Hymenobacter nivis,15.00,15.00,15.00,original,optimum,Tempura,Tempura8492
1855725,2,Bacteria,976,Bacteroidota,117747,Sphingobacteriia,200666,Sphingobacteriales,84566,Sphingobacteriaceae,423349,Mucilaginibacter,1855725,Mucilaginibacter antarcticus,species,Mucilaginibacter antarcticus,15.00,15.00,15.00,original,optimum,Tempura,Tempura8354
2023265,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,237,Flavobacterium,2023265,Flavobacterium soyangense,species,Flavobacterium soyangense,15.00,15.00,15.00,original,optimum,Tempura,Tempura8491
2044852,2,Bacteria,976,Bacteroidota,768503,Cytophagia,768507,Cytophagales,1853232,Hymenobacteraceae,89966,Hymenobacter,2044852,Hymenobacter cavernae,species,Hymenobacter cavernae,15.00,15.00,15.00,original,optimum,Tempura,Tempura7011
1970437,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204457,Sphingomonadales,41297,Sphingomonadaceae,13687,Sphingomonas,1970437,Sphingomonas sp. 32-66-10,species,Sphingomonas sp. 32-66-10,15.27,15.27,15.27,original,optimum,aciDB,aciDB230
1970438,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135614,Lysobacterales,32033,Lysobacteraceae,40323,Stenotrophomonas,1970438,Stenotrophomonas sp. 14-69-23,species,Stenotrophomonas sp. 14-69-23,15.27,15.27,15.27,original,optimum,aciDB,aciDB237
1970439,2,Bacteria,29547,Campylobacterota,3031852,Epsilonproteobacteria,213849,Campylobacterales,2771471,Sulfurimonadaceae,286130,Sulfuricurvum,1970439,Sulfuricurvum sp. 17-40-25,species,Sulfuricurvum sp. 17-40-25,15.27,15.27,15.27,original,optimum,aciDB,aciDB342
1970440,2,Bacteria,29547,Campylobacterota,3031852,Epsilonproteobacteria,213849,Campylobacterales,2771471,Sulfurimonadaceae,286130,Sulfuricurvum,1970440,Sulfuricurvum sp. 24-42-5,species,Sulfuricurvum sp. 24-42-5,15.27,15.27,15.27,original,optimum,aciDB,aciDB341
1970441,2,Bacteria,29547,Campylobacterota,3031852,Epsilonproteobacteria,213849,Campylobacterales,2771472,Sulfurovaceae,265570,Sulfurovum,1970441,Sulfurovum sp. 16-42-52,species,Sulfurovum sp. 16-42-52,15.27,15.27,15.27,original,optimum,aciDB,aciDB348
1970442,2,Bacteria,29547,Campylobacterota,3031852,Epsilonproteobacteria,213849,Campylobacterales,2771472,Sulfurovaceae,265570,Sulfurovum,1970442,Sulfurovum sp. 17-42-90,species,Sulfurovum sp. 17-42-90,15.27,15.27,15.27,original,optimum,aciDB,aciDB349
1970443,2,Bacteria,29547,Campylobacterota,3031852,Epsilonproteobacteria,213849,Campylobacterales,2771472,Sulfurovaceae,265570,Sulfurovum,1970443,Sulfurovum sp. 24-42-9,species,Sulfurovum sp. 24-42-9,15.27,15.27,15.27,original,optimum,aciDB,aciDB346
1970444,2,Bacteria,29547,Campylobacterota,3031852,Epsilonproteobacteria,213849,Campylobacterales,2771472,Sulfurovaceae,265570,Sulfurovum,1970444,Sulfurovum sp. 28-43-6,species,Sulfurovum sp. 28-43-6,15.27,15.27,15.27,original,optimum,aciDB,aciDB344
1970445,2,Bacteria,29547,Campylobacterota,3031852,Epsilonproteobacteria,213849,Campylobacterales,2771472,Sulfurovaceae,265570,Sulfurovum,1970445,Sulfurovum sp. 35-42-20,species,Sulfurovum sp. 35-42-20,15.27,15.27,15.27,original,optimum,aciDB,aciDB347
1970446,2,Bacteria,29547,Campylobacterota,3031852,Epsilonproteobacteria,213849,Campylobacterales,2771472,Sulfurovaceae,265570,Sulfurovum,1970446,Sulfurovum sp. 39-42-12,species,Sulfurovum sp. 39-42-12,15.27,15.27,15.27,original,optimum,aciDB,aciDB345
1970447,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,nan,,32012,Thiomonas,1970447,Thiomonas sp. 13-64-67,species,Thiomonas sp. 13-64-67,15.27,15.27,15.27,original,optimum,aciDB,aciDB383
1970448,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,nan,,32012,Thiomonas,1970448,Thiomonas sp. 13-66-29,species,Thiomonas sp. 13-66-29,15.27,15.27,15.27,original,optimum,aciDB,aciDB382
1970449,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,nan,,32012,Thiomonas,1970449,Thiomonas sp. 14-64-326,species,Thiomonas sp. 14-64-326,15.27,15.27,15.27,original,optimum,aciDB,aciDB381
1970450,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,nan,,32012,Thiomonas,1970450,Thiomonas sp. 14-66-4,species,Thiomonas sp. 14-66-4,15.27,15.27,15.27,original,optimum,aciDB,aciDB380
1970451,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,nan,,32012,Thiomonas,1970451,Thiomonas sp. 15-63-373,species,Thiomonas sp. 15-63-373,15.27,15.27,15.27,original,optimum,aciDB,aciDB379
1970452,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,nan,,32012,Thiomonas,1970452,Thiomonas sp. 15-66-11,species,Thiomonas sp. 15-66-11,15.27,15.27,15.27,original,optimum,aciDB,aciDB378
1970453,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,nan,,32012,Thiomonas,1970453,Thiomonas sp. 20-64-5,species,Thiomonas sp. 20-64-5,15.27,15.27,15.27,original,optimum,aciDB,aciDB377
1970454,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,nan,,32012,Thiomonas,1970454,Thiomonas sp. 20-64-9,species,Thiomonas sp. 20-64-9,15.27,15.27,15.27,original,optimum,aciDB,aciDB376
1970600,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,72273,Thiotrichales,nan,,nan,,1970600,Thiotrichales bacterium 12-47-6,species,Thiotrichales bacterium 12-47-6,15.27,15.27,15.27,original,optimum,aciDB,aciDB386
1970601,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,72273,Thiotrichales,nan,,nan,,1970601,Thiotrichales bacterium 16-46-22,species,Thiotrichales bacterium 16-46-22,15.27,15.27,15.27,original,optimum,aciDB,aciDB385
1970602,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,72273,Thiotrichales,nan,,nan,,1970602,Thiotrichales bacterium 17-46-47,species,Thiotrichales bacterium 17-46-47,15.44,15.44,15.44,original,optimum,aciDB,aciDB389
